Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	exo_control_1 Spectral Count	exo_control_2 Spectral Count	exo_control_3 Spectral Count	exo_hyb_1 Spectral Count	exo_hyb_2 Spectral Count	exo_hyb_3 Spectral Count	exo_control_1 Unique Spectral Count	exo_control_2 Unique Spectral Count	exo_control_3 Unique Spectral Count	exo_hyb_1 Unique Spectral Count	exo_hyb_2 Unique Spectral Count	exo_hyb_3 Unique Spectral Count	exo_control_1 Total Spectral Count	exo_control_2 Total Spectral Count	exo_control_3 Total Spectral Count	exo_hyb_1 Total Spectral Count	exo_hyb_2 Total Spectral Count	exo_hyb_3 Total Spectral Count	exo_control_1 Intensity	exo_control_2 Intensity	exo_control_3 Intensity	exo_hyb_1 Intensity	exo_hyb_2 Intensity	exo_hyb_3 Intensity	exo_control_1 MaxLFQ Intensity	exo_control_2 MaxLFQ Intensity	exo_control_3 MaxLFQ Intensity	exo_hyb_1 MaxLFQ Intensity	exo_hyb_2 MaxLFQ Intensity	exo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q6P2B1|TNPO3_MOUSE	Q6P2B1	TNPO3_MOUSE	Tnpo3	923	Mus musculus	1:Experimental evidence at protein level	Transportin-3	1.0	0.999	3	9	6	9	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	40594.773	56766.117	20929.982	61509.75	62239.656	32821.258	51024.344	27996.125	26307.293	31170.47	28725.574	41253.664	
sp|Q6P2L6|NSD3_MOUSE	Q6P2L6	NSD3_MOUSE	Nsd3	1439	Mus musculus	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase NSD3	1.0	0.9989	2	3	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0.0	17769.93	0.0	49374.72	0.0	0.0	0.0	25074.91	0.0	23292.863	0.0	0.0	
sp|Q6P3A8|ODBB_MOUSE	Q6P3A8	ODBB_MOUSE	Bckdhb	390	Mus musculus	1:Experimental evidence at protein level	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	1.0	0.999	6	41	6	41	4	11	4	7	6	9	0	2	1	2	0	1	4	11	4	7	6	9	199882.6	300493.62	185937.7	288547.3	183950.86	328783.1	78796.3	103953.79	104371.22	72899.95	90862.99	131817.05	
sp|Q6P3D0|NUD16_MOUSE	Q6P3D0	NUD16_MOUSE	Nudt16	195	Mus musculus	1:Experimental evidence at protein level	U8 snoRNA-decapping enzyme	1.0	0.999	4	21	0	21	4	3	1	4	6	3	0	0	0	0	0	0	4	3	1	4	6	3	156752.36	176332.97	46323.83	191871.11	98600.1	112910.375	62983.387	65457.195	47926.5	54195.906	51369.844	61863.527	tr|A0A087WRE5|A0A087WRE5_MOUSE
sp|Q6P3E7|HDA10_MOUSE	Q6P3E7	HDA10_MOUSE	Hdac10	666	Mus musculus	2:Experimental evidence at transcript level	Polyamine deacetylase HDAC10	1.0	0.999	3	22	0	22	2	3	3	4	3	7	0	0	0	0	0	0	2	3	3	4	3	7	133312.31	175714.34	193818.38	176625.36	143113.48	231516.36	98947.72	106212.46	108590.875	97664.31	95300.64	116784.72	tr|D3Z7T4|D3Z7T4_MOUSE
sp|Q6P4S6|SIK3_MOUSE	Q6P4S6	SIK3_MOUSE	Sik3	1369	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein kinase SIK3	0.9992	0.999	2	5	4	5	1	1	0	2	1	0	1	0	0	2	1	0	1	1	0	2	1	0	103792.17	12425.388	0.0	111147.71	105771.38	0.0	103792.17	0.0	0.0	111147.71	105771.38	0.0	
sp|Q6P4T2|U520_MOUSE	Q6P4T2	U520_MOUSE	Snrnp200	2136	Mus musculus	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 200 kDa helicase	1.0	0.999	31	108	108	108	13	17	11	31	15	21	13	17	11	31	15	21	13	17	11	31	15	21	700374.94	625829.7	436389.06	1135995.4	702806.25	775121.06	118459.375	113708.625	110993.76	121871.84	112410.875	126948.13	
sp|Q6P542|ABCF1_MOUSE	Q6P542	ABCF1_MOUSE	Abcf1	837	Mus musculus	1:Experimental evidence at protein level	ATP-binding cassette sub-family F member 1	1.0	0.999	35	270	262	270	39	49	41	55	45	41	37	49	40	53	43	40	39	49	41	55	45	41	2722686.2	3455556.5	2471715.8	3782166.0	3400823.5	2724333.5	439054.3	505300.47	441515.1	460306.28	475824.75	469420.1	
sp|Q6P549|SHIP2_MOUSE	Q6P549	SHIP2_MOUSE	Inppl1	1257	Mus musculus	1:Experimental evidence at protein level	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	1.0	0.999	3	6	1	6	4	0	0	0	1	1	1	0	0	0	0	0	4	0	0	0	1	1	124453.36	0.0	0.0	0.0	40902.88	27627.545	56488.297	0.0	0.0	0.0	34260.383	47015.67	
sp|Q6P5B0|RRP12_MOUSE	Q6P5B0	RRP12_MOUSE	Rrp12	1295	Mus musculus	1:Experimental evidence at protein level	RRP12-like protein	1.0	0.999	8	20	20	20	1	2	3	7	2	5	1	2	3	7	2	5	1	2	3	7	2	5	55411.316	41731.42	72491.72	162866.22	41801.066	105445.234	68792.89	28623.549	25867.115	46813.555	42562.258	42140.52	
sp|Q6P5C5|SMUG1_MOUSE	Q6P5C5	SMUG1_MOUSE	Smug1	279	Mus musculus	1:Experimental evidence at protein level	Single-strand selective monofunctional uracil DNA glycosylase	0.9976	0.9979	2	5	4	5	0	1	0	0	2	2	0	1	0	0	1	2	0	1	0	0	2	2	0.0	40983.29	0.0	60726.844	90449.5	42960.168	0.0	44066.164	0.0	56478.69	45106.32	46191.75	
sp|Q6P5E4|UGGG1_MOUSE	Q6P5E4	UGGG1_MOUSE	Uggt1	1551	Mus musculus	1:Experimental evidence at protein level	UDP-glucose:glycoprotein glucosyltransferase 1	1.0	0.999	51	454	271	454	63	83	62	92	76	78	36	54	40	48	37	56	63	83	62	92	76	78	5695303.0	7440760.5	5333499.0	8508937.0	8091452.5	7084480.0	1036571.5	1020003.7	910953.8	1187699.6	1173430.5	1010774.1	
sp|Q6P5E6|GGA2_MOUSE	Q6P5E6	GGA2_MOUSE	Gga2	603	Mus musculus	1:Experimental evidence at protein level	ADP-ribosylation factor-binding protein GGA2	1.0	0.999	4	6	4	6	0	1	2	1	1	1	0	0	2	1	0	1	0	1	2	1	1	1	0.0	28822.744	81214.89	30770.805	66411.586	30565.162	0.0	0.0	48315.47	30770.805	0.0	30565.162	
sp|Q6P5F9|XPO1_MOUSE	Q6P5F9	XPO1_MOUSE	Xpo1	1071	Mus musculus	1:Experimental evidence at protein level	Exportin-1	1.0	0.999	9	44	39	44	10	7	7	7	5	8	9	6	7	5	5	7	10	7	7	7	5	8	360440.03	242380.11	197442.78	372789.53	197224.6	221280.45	79259.336	64562.09	71566.43	78056.53	61557.3	68677.8	
sp|Q6P5G6|UBXN7_MOUSE	Q6P5G6	UBXN7_MOUSE	Ubxn7	467	Mus musculus	1:Experimental evidence at protein level	UBX domain-containing protein 7	1.0	0.999	2	3	0	3	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	36173.19	36750.613	0.0	0.0	0.0	20973.887	0.0	36750.613	0.0	0.0	0.0	20973.887	tr|G5E8R8|G5E8R8_MOUSE
sp|Q6P5H2-2|NEST_MOUSE	Q6P5H2-2	NEST_MOUSE	Nes	1820	Mus musculus		Isoform 2 of Nestin	1.0	0.9971	3	3	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0.0	0.0	0.0	489662.03	0.0	50403.426	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6P5H2|NEST_MOUSE
sp|Q6P6M7|SPCS_MOUSE	Q6P6M7	SPCS_MOUSE	Sepsecs	504	Mus musculus	1:Experimental evidence at protein level	O-phosphoseryl-tRNA(Sec) selenium transferase	1.0	0.999	10	66	40	66	14	14	11	8	5	14	11	7	3	7	4	8	14	14	11	8	5	14	509526.03	432957.94	293222.53	343617.88	269422.12	443291.2	94264.61	87919.89	77722.08	65642.12	60026.492	88608.57	
sp|Q6P8I4|PCNP_MOUSE	Q6P8I4	PCNP_MOUSE	Pcnp	178	Mus musculus	1:Experimental evidence at protein level	PEST proteolytic signal-containing nuclear protein	1.0	0.999	7	37	0	37	6	7	4	8	6	6	0	0	0	0	0	0	6	7	4	8	6	6	421118.12	359880.3	190611.16	407016.62	401836.12	320763.5	88377.16	84587.46	96919.164	76959.48	84722.45	83957.164	
sp|Q6P8K8|CBPA4_MOUSE	Q6P8K8	CBPA4_MOUSE	Cpa4	420	Mus musculus	2:Experimental evidence at transcript level	Carboxypeptidase A4	0.9999	0.999	3	4	4	33	2	1	1	0	0	0	2	1	1	0	0	0	4	7	8	4	4	6	150777.47	30424.834	283741.16	77880.3	0.0	0.0	150777.47	30424.834	283741.16	77880.3	0.0	0.0	
sp|Q6P8M1-2|TATD1_MOUSE	Q6P8M1-2	TATD1_MOUSE	Tatdn1	294	Mus musculus		Isoform 2 of Deoxyribonuclease TATDN1	1.0	0.999	5	28	0	28	3	7	3	5	5	5	0	0	0	0	0	0	3	7	3	5	5	5	85509.17	224317.17	141326.86	207632.47	144138.56	252965.81	66786.55	88570.734	85065.94	78721.87	66651.17	105114.29	sp|Q6P8M1|TATD1_MOUSE
sp|Q6P8U6|LIPP_MOUSE	Q6P8U6	LIPP_MOUSE	Pnlip	465	Mus musculus	1:Experimental evidence at protein level	Pancreatic triacylglycerol lipase	1.0	0.999	29	1605	1087	1605	212	235	290	289	270	309	150	166	197	186	180	208	212	235	290	289	270	309	4.8446452E7	4.153683E7	5.0278244E7	7.193664E7	5.9352056E7	5.336352E7	1.0186759E7	8469824.0	9832224.0	1.3822095E7	1.1112269E7	1.1251286E7	
sp|Q6P8X1|SNX6_MOUSE	Q6P8X1	SNX6_MOUSE	Snx6	406	Mus musculus	1:Experimental evidence at protein level	Sorting nexin-6	1.0	0.999	8	37	14	37	6	4	6	5	5	11	3	2	2	2	2	3	6	4	6	5	5	11	3319013.0	158625.88	429447.97	203220.27	165056.81	588877.1	205008.36	215536.55	210134.98	160051.66	174853.08	229393.17	
sp|Q6P9J9|ANO6_MOUSE	Q6P9J9	ANO6_MOUSE	Ano6	911	Mus musculus	1:Experimental evidence at protein level	Anoctamin-6	0.9999	0.999	2	3	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0.0	0.0	0.0	69411.375	39053.445	21385.81	0.0	0.0	0.0	38822.055	33061.98	35247.766	tr|A0A2I3BPX3|A0A2I3BPX3_MOUSE
sp|Q6P9Q4|FHOD1_MOUSE	Q6P9Q4	FHOD1_MOUSE	Fhod1	1197	Mus musculus	1:Experimental evidence at protein level	FH1/FH2 domain-containing protein 1	0.9942	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	23748.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P9Q6|FKB15_MOUSE	Q6P9Q6	FKB15_MOUSE	Fkbp15	1216	Mus musculus	1:Experimental evidence at protein level	FK506-binding protein 15	1.0	0.999	12	42	4	42	5	10	3	10	6	8	0	2	0	0	0	2	5	10	3	10	6	8	294226.7	359591.2	186974.61	349667.12	275813.25	309528.8	89452.44	91251.31	101639.31	88746.59	85279.02	106838.64	
sp|Q6P9R1|DDX51_MOUSE	Q6P9R1	DDX51_MOUSE	Ddx51	639	Mus musculus	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX51	1.0	0.999	2	8	8	8	0	1	1	3	2	1	0	1	1	3	2	1	0	1	1	3	2	1	0.0	48457.273	45493.477	31417.33	34013.176	41599.37	0.0	48457.273	45493.477	31417.33	26120.174	41599.37	
sp|Q6P9R2|OXSR1_MOUSE	Q6P9R2	OXSR1_MOUSE	Oxsr1	527	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein kinase OSR1	1.0	0.999	9	36	35	36	8	6	3	6	10	3	8	6	3	5	10	3	8	6	3	6	10	3	450337.8	463836.62	169253.47	471180.94	623310.44	171594.23	174237.88	123945.266	152366.72	136371.03	161268.38	83188.46	
sp|Q6P9R4-1|ARHGI_MOUSE	Q6P9R4-1	ARHGI_MOUSE	Arhgef18	1021	Mus musculus		Isoform 2 of Rho guanine nucleotide exchange factor 18	0.9323	0.999	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0.0	55775.05	0.0	51134.44	0.0	0.0	0.0	55775.05	0.0	51134.44	0.0	0.0	sp|Q6P9R4-2|ARHGI_MOUSE, sp|Q6P9R4-3|ARHGI_MOUSE, sp|Q6P9R4|ARHGI_MOUSE, tr|A0A5F8MPF6|A0A5F8MPF6_MOUSE, tr|A0A5F8MPH6|A0A5F8MPH6_MOUSE
sp|Q6PA06|ATLA2_MOUSE	Q6PA06	ATLA2_MOUSE	Atl2	583	Mus musculus	1:Experimental evidence at protein level	Atlastin-2	1.0	0.999	10	106	9	106	14	17	17	21	20	17	2	1	1	1	2	2	14	17	17	21	20	17	670192.7	710494.1	713808.3	927121.94	822641.1	699561.2	239343.48	254232.72	293931.2	213238.02	220595.53	257106.25	
sp|Q6PAM1|TXLNA_MOUSE	Q6PAM1	TXLNA_MOUSE	Txlna	554	Mus musculus	1:Experimental evidence at protein level	Alpha-taxilin	1.0	0.999	4	26	19	26	5	4	3	5	3	6	4	3	2	3	2	5	5	4	3	5	3	6	142315.64	159883.44	153598.97	172082.0	128206.234	194342.22	80387.21	79576.04	80280.49	76881.48	71152.28	83113.18	
sp|Q6PAR0-2|KLD10_MOUSE	Q6PAR0-2	KLD10_MOUSE	Klhdc10	410	Mus musculus		Isoform 2 of Kelch domain-containing protein 10	1.0	0.999	2	6	0	6	0	2	1	1	0	2	0	0	0	0	0	0	0	2	1	1	0	2	0.0	41906.08	16571.379	26903.941	0.0	23700.926	0.0	20687.695	19447.912	31574.047	0.0	20195.574	sp|Q6PAR0|KLD10_MOUSE
sp|Q6PAR5-6|GAPD1_MOUSE	Q6PAR5-6	GAPD1_MOUSE	Gapvd1	1457	Mus musculus		Isoform 6 of GTPase-activating protein and VPS9 domain-containing protein 1	1.0	0.999	9	19	0	19	2	2	3	5	3	4	0	0	0	0	0	0	2	2	3	5	3	4	199165.9	88840.92	38684.582	397042.72	179230.84	128649.21	92740.21	61988.938	61433.02	88001.64	115125.77	75752.36	sp|Q6PAR5|GAPD1_MOUSE
sp|Q6PB44-2|PTN23_MOUSE	Q6PB44-2	PTN23_MOUSE	Ptpn23	1690	Mus musculus		Isoform 2 of Tyrosine-protein phosphatase non-receptor type 23	1.0	0.999	7	14	0	14	2	3	2	3	1	3	0	0	0	0	0	0	2	3	2	3	1	3	11589.225	60172.0	57389.406	146822.88	39548.613	90416.31	40637.07	35095.87	34086.58	37726.008	36337.68	40327.29	sp|Q6PB44|PTN23_MOUSE
sp|Q6PB66|LPPRC_MOUSE	Q6PB66	LPPRC_MOUSE	Lrpprc	1392	Mus musculus	1:Experimental evidence at protein level	Leucine-rich PPR motif-containing protein, mitochondrial	1.0	0.999	23	93	90	93	12	14	10	16	24	17	11	14	10	15	23	17	12	14	10	16	24	17	724065.94	600352.1	491754.06	805483.44	892304.75	664065.4	110739.49	117238.266	116059.73	133522.45	122754.62	128588.11	
sp|Q6PB93-2|GALT2_MOUSE	Q6PB93-2	GALT2_MOUSE	Galnt2	536	Mus musculus		Isoform 2 of Polypeptide N-acetylgalactosaminyltransferase 2	1.0	0.999	15	98	0	98	17	20	13	14	19	15	0	0	0	0	0	0	17	20	13	14	19	15	1117469.0	740776.4	619882.06	929183.8	1003827.44	607656.6	172095.67	164431.86	136939.16	158682.83	163087.22	139894.42	sp|Q6PB93|GALT2_MOUSE
sp|Q6PCP5-2|MFF_MOUSE	Q6PCP5-2	MFF_MOUSE	Mff	239	Mus musculus		Isoform 2 of Mitochondrial fission factor	1.0	0.999	2	3	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0.0	43518.164	0.0	47772.895	0.0	0.0	0.0	39376.27	0.0	47772.895	0.0	0.0	sp|Q6PCP5-3|MFF_MOUSE, sp|Q6PCP5|MFF_MOUSE, tr|E0CYB9|E0CYB9_MOUSE
sp|Q6PD03|2A5A_MOUSE	Q6PD03	2A5A_MOUSE	Ppp2r5a	486	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	0.9994	0.999	2	3	3	3	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	2	0	273302.72	0.0	0.0	19515.297	108766.375	0.0	273302.72	0.0	0.0	19515.297	95439.195	0.0	
sp|Q6PD19-2|ARMD3_MOUSE	Q6PD19-2	ARMD3_MOUSE	Armh3	265	Mus musculus		Isoform 2 of Armadillo-like helical domain-containing protein 3	0.9229	0.9988	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	18480.012	0.0	29773.613	0.0	0.0	0.0	18480.012	0.0	29773.613	sp|Q6PD19|ARMD3_MOUSE
sp|Q6PD26|PIGS_MOUSE	Q6PD26	PIGS_MOUSE	Pigs	555	Mus musculus	1:Experimental evidence at protein level	GPI transamidase component PIG-S	1.0	0.999	5	24	24	24	4	5	3	4	3	5	4	5	3	4	3	5	4	5	3	4	3	5	74167.94	158517.7	63152.008	104561.68	70505.35	116948.76	34070.598	50449.22	39832.766	35104.64	33030.957	43317.85	
sp|Q6PD28|2A5B_MOUSE	Q6PD28	2A5B_MOUSE	Ppp2r5b	497	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform	1.0	0.999	3	13	13	13	2	2	3	2	0	4	2	2	3	2	0	4	2	2	3	2	0	4	59389.516	41571.75	79193.54	86331.87	0.0	88146.09	32636.986	52430.2	43388.293	32646.473	0.0	32464.535	
sp|Q6PDG5-2|SMRC2_MOUSE	Q6PDG5-2	SMRC2_MOUSE	Smarcc2	1099	Mus musculus		Isoform 2 of SWI/SNF complex subunit SMARCC2	1.0	0.999	8	26	0	26	2	4	4	5	6	5	0	0	0	0	0	0	2	4	4	5	6	5	123940.11	249939.58	98544.33	151632.22	245486.16	368247.56	95500.86	83410.08	69726.805	83003.15	85383.68	96841.984	sp|Q6PDG5|SMRC2_MOUSE, tr|Q3UID0|Q3UID0_MOUSE
sp|Q6PDG8-2|MON1A_MOUSE	Q6PDG8-2	MON1A_MOUSE	Mon1a	461	Mus musculus		Isoform 2 of Vacuolar fusion protein MON1 homolog A	1.0	0.999	2	4	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0.0	35837.242	10335.312	43039.703	0.0	0.0	0.0	35837.242	0.0	43039.703	0.0	0.0	sp|Q6PDG8|MON1A_MOUSE, tr|A0A0R4J0D5|A0A0R4J0D5_MOUSE, tr|A0A0R4J2D4|A0A0R4J2D4_MOUSE
sp|Q6PDH0-2|PHLB1_MOUSE	Q6PDH0-2	PHLB1_MOUSE	Phldb1	1449	Mus musculus		Isoform 2 of Pleckstrin homology-like domain family B member 1	0.9993	0.9984	2	3	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0.0	0.0	0.0	49686.484	5882.569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6PDH0|PHLB1_MOUSE, tr|D3Z0X5|D3Z0X5_MOUSE, tr|D3Z4N0|D3Z4N0_MOUSE, tr|E9PWB1|E9PWB1_MOUSE
sp|Q6PDI5-2|ECM29_MOUSE	Q6PDI5-2	ECM29_MOUSE	Ecpas	1840	Mus musculus		Isoform 2 of Proteasome adapter and scaffold protein ECM29	1.0	0.999	28	177	0	177	21	36	27	30	35	28	0	0	0	0	0	0	21	36	27	30	35	28	1106659.2	1585462.8	1210461.0	3166791.5	1289335.6	1329674.0	311498.03	295921.28	313357.06	276811.5	267339.4	309940.0	sp|Q6PDI5|ECM29_MOUSE
sp|Q6PDI6|MINY2_MOUSE	Q6PDI6	MINY2_MOUSE	Mindy2	601	Mus musculus	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase MINDY-2	0.9823	0.9984	2	5	0	6	0	1	0	2	1	1	0	0	0	0	0	0	0	1	0	2	2	1	0.0	11515.999	0.0	21723.672	7052.4478	18197.084	0.0	11515.999	0.0	21723.672	7052.4478	18197.084	tr|A0A1L1STF0|A0A1L1STF0_MOUSE
sp|Q6PDL0|DC1L2_MOUSE	Q6PDL0	DC1L2_MOUSE	Dync1li2	492	Mus musculus	1:Experimental evidence at protein level	Cytoplasmic dynein 1 light intermediate chain 2	1.0	0.999	6	29	0	29	4	6	4	6	4	5	0	0	0	0	0	0	4	6	4	6	4	5	248450.86	284327.94	239034.53	271332.22	199151.19	268022.72	86207.08	95028.43	95770.41	87731.016	80689.98	89642.766	
sp|Q6PDM2|SRSF1_MOUSE	Q6PDM2	SRSF1_MOUSE	Srsf1	248	Mus musculus	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 1	1.0	0.999	10	59	0	59	10	8	8	13	13	7	0	0	0	0	0	0	10	8	8	13	13	7	1026837.1	842027.0	828265.2	1217208.6	1183739.2	966496.2	398275.94	301668.5	362809.44	377411.53	356445.66	398879.8	tr|H7BX95|H7BX95_MOUSE
sp|Q6PDQ2|CHD4_MOUSE	Q6PDQ2	CHD4_MOUSE	Chd4	1915	Mus musculus	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 4	1.0	0.999	9	19	0	19	3	4	2	4	4	2	0	0	0	0	0	0	3	4	2	4	4	2	316858.6	436826.0	47242.867	180354.67	188846.38	365453.9	249564.56	185911.69	83400.96	52697.098	73419.125	268593.44	tr|E9QAS4|E9QAS4_MOUSE, tr|E9QAS5|E9QAS5_MOUSE
sp|Q6PDY2|AEDO_MOUSE	Q6PDY2	AEDO_MOUSE	Ado	256	Mus musculus	1:Experimental evidence at protein level	2-aminoethanethiol dioxygenase	1.0	0.999	3	6	6	6	2	2	0	0	1	1	2	2	0	0	1	1	2	2	0	0	1	1	65205.98	85777.78	0.0	0.0	113441.26	39205.23	65205.98	42866.633	0.0	0.0	113441.26	40491.094	
sp|Q6PE01|SNR40_MOUSE	Q6PE01	SNR40_MOUSE	Snrnp40	358	Mus musculus	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 40 kDa protein	1.0	0.999	3	6	6	6	1	0	1	2	1	1	1	0	1	2	1	1	1	0	1	2	1	1	38149.12	0.0	8987.327	66695.234	32851.508	31054.695	37861.223	0.0	8987.327	33597.39	33606.684	31054.695	
sp|Q6PEB6|PHOCN_MOUSE	Q6PEB6	PHOCN_MOUSE	Mob4	225	Mus musculus	1:Experimental evidence at protein level	MOB-like protein phocein	0.9334	0.999	1	28	0	28	3	5	3	2	7	8	0	0	0	0	0	0	3	5	3	2	7	8	149026.98	137639.44	139764.06	149621.2	99606.05	179045.89	149026.98	137639.44	139764.06	149621.2	99606.05	179045.89	tr|E0CXA9|E0CXA9_MOUSE, tr|G8JL35|G8JL35_MOUSE
sp|Q6PER3|MARE3_MOUSE	Q6PER3	MARE3_MOUSE	Mapre3	281	Mus musculus	1:Experimental evidence at protein level	Microtubule-associated protein RP/EB family member 3	1.0	0.999	4	7	0	21	2	1	0	2	1	1	0	0	0	0	0	0	5	4	2	4	2	4	83017.64	79687.586	0.0	123422.87	98225.93	66116.47	65658.22	79687.586	0.0	123422.87	98225.93	66116.47	tr|A0A0J9YVB9|A0A0J9YVB9_MOUSE, tr|D3Z6G3|D3Z6G3_MOUSE
sp|Q6PF93-2|PK3C3_MOUSE	Q6PF93-2	PK3C3_MOUSE	Pik3c3	848	Mus musculus		Isoform 2 of Phosphatidylinositol 3-kinase catalytic subunit type 3	0.9685	0.999	2	5	0	7	0	1	2	1	0	1	0	0	0	0	0	0	0	1	2	1	2	1	0.0	34608.535	42232.65	40043.44	0.0	39283.777	0.0	34608.535	42232.65	40043.44	0.0	39283.777	sp|Q6PF93|PK3C3_MOUSE, tr|D3YZ98|D3YZ98_MOUSE, tr|E9QLS6|E9QLS6_MOUSE
sp|Q6PFD9|NUP98_MOUSE	Q6PFD9	NUP98_MOUSE	Nup98	1816	Mus musculus	1:Experimental evidence at protein level	Nuclear pore complex protein Nup98-Nup96	1.0	0.999	7	10	0	10	1	2	1	2	0	4	0	0	0	0	0	0	1	2	1	2	0	4	18842.4	45980.355	14914.76	80164.97	0.0	141992.38	47993.23	24005.016	0.0	29957.498	0.0	53021.574	tr|A0A1B0GSX7|A0A1B0GSX7_MOUSE
sp|Q6PFR5|TRA2A_MOUSE	Q6PFR5	TRA2A_MOUSE	Tra2a	281	Mus musculus	1:Experimental evidence at protein level	Transformer-2 protein homolog alpha	1.0	0.999	3	16	0	16	4	3	3	2	2	2	0	0	0	0	0	0	4	3	3	2	2	2	165272.44	99338.17	96965.1	154622.31	194950.48	96043.67	89980.67	82166.766	80252.28	111457.82	139819.2	76465.52	
sp|Q6PGB6-2|NAA50_MOUSE	Q6PGB6-2	NAA50_MOUSE	Naa50	168	Mus musculus		Isoform 2 of N-alpha-acetyltransferase 50	1.0	0.999	7	31	0	31	6	7	3	4	5	6	0	0	0	0	0	0	6	7	3	4	5	6	157263.22	226931.06	132377.94	181018.55	150448.81	174900.92	74636.13	74899.484	59741.117	73829.23	58434.734	77092.24	sp|Q6PGB6-3|NAA50_MOUSE, sp|Q6PGB6-4|NAA50_MOUSE, sp|Q6PGB6|NAA50_MOUSE
sp|Q6PGC1|DHX29_MOUSE	Q6PGC1	DHX29_MOUSE	Dhx29	1365	Mus musculus	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX29	1.0	0.999	23	72	42	72	10	16	12	9	10	15	5	7	8	4	9	9	10	16	12	9	10	15	435058.66	378719.88	269681.66	527459.9	436251.1	447704.47	88664.53	101055.93	114488.914	91453.03	102676.77	102048.35	
sp|Q6PGF7|EXOC8_MOUSE	Q6PGF7	EXOC8_MOUSE	Exoc8	716	Mus musculus	1:Experimental evidence at protein level	Exocyst complex component 8	1.0	0.999	4	13	13	13	0	4	4	1	2	2	0	4	4	1	2	2	0	4	4	1	2	2	0.0	61697.586	204298.78	62678.5	127326.89	85052.43	0.0	53142.23	75367.36	53383.836	52807.83	72597.055	
sp|Q6PGH1|BUD31_MOUSE	Q6PGH1	BUD31_MOUSE	Bud31	144	Mus musculus	1:Experimental evidence at protein level	Protein BUD31 homolog	0.8947	0.9984	1	5	5	5	0	1	1	0	2	1	0	1	1	0	2	1	0	1	1	0	2	1	0.0	33826.777	38260.74	24168.434	26684.96	33744.25	0.0	33826.777	38260.74	24168.434	26684.96	33744.25	
sp|Q6PGH2|JUPI2_MOUSE	Q6PGH2	JUPI2_MOUSE	Jpt2	190	Mus musculus	1:Experimental evidence at protein level	Jupiter microtubule associated homolog 2	1.0	0.999	8	66	60	66	10	13	9	11	8	15	10	11	6	11	8	14	10	13	9	11	8	15	1249093.4	795756.4	540660.8	1610282.2	1068666.4	1026935.94	373042.8	303559.4	240910.67	386195.78	329812.75	360036.62	
sp|Q6PGL7|WASC2_MOUSE	Q6PGL7	WASC2_MOUSE	Washc2	1334	Mus musculus	1:Experimental evidence at protein level	WASH complex subunit 2	1.0	0.999	17	56	0	56	5	12	8	9	13	9	0	0	0	0	0	0	5	12	8	9	13	9	201662.39	297432.9	233131.17	303476.44	502594.28	185375.55	62349.367	60392.484	76746.87	65930.586	58444.78	55770.11	
