Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	endo_control_1 Spectral Count	endo_control_2 Spectral Count	endo_control_3 Spectral Count	endo_hyb_1 Spectral Count	endo_hyb_2 Spectral Count	endo_hyb_3 Spectral Count	endo_control_1 Unique Spectral Count	endo_control_2 Unique Spectral Count	endo_control_3 Unique Spectral Count	endo_hyb_1 Unique Spectral Count	endo_hyb_2 Unique Spectral Count	endo_hyb_3 Unique Spectral Count	endo_control_1 Total Spectral Count	endo_control_2 Total Spectral Count	endo_control_3 Total Spectral Count	endo_hyb_1 Total Spectral Count	endo_hyb_2 Total Spectral Count	endo_hyb_3 Total Spectral Count	endo_control_1 Intensity	endo_control_2 Intensity	endo_control_3 Intensity	endo_hyb_1 Intensity	endo_hyb_2 Intensity	endo_hyb_3 Intensity	endo_control_1 MaxLFQ Intensity	endo_control_2 MaxLFQ Intensity	endo_control_3 MaxLFQ Intensity	endo_hyb_1 MaxLFQ Intensity	endo_hyb_2 MaxLFQ Intensity	endo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7TT45|RRAGD_MOUSE	Q7TT45	RRAGD_MOUSE	Rragd	449	Mus musculus	1:Experimental evidence at protein level	Ras-related GTP-binding protein D	0.9901	0.9951	4	1	0	14	1	0	0	0	0	0	0	0	0	0	0	0	5	3	0	2	2	2	23504.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|B1AWT2|B1AWT2_MOUSE, tr|B1AWT3|B1AWT3_MOUSE
sp|Q7TT50|MRCKB_MOUSE	Q7TT50	MRCKB_MOUSE	Cdc42bpb	1713	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein kinase MRCK beta	1.0	0.999	12	37	29	37	6	6	1	13	11	0	5	5	0	10	9	0	6	6	1	13	11	0	487610.06	403293.47	133689.06	477686.72	433594.8	559729.1	153557.6	141913.53	166027.86	155324.31	143621.0	256986.11	
sp|Q80SW1|SAHH2_MOUSE	Q80SW1	SAHH2_MOUSE	Ahcyl1	530	Mus musculus	1:Experimental evidence at protein level	S-adenosylhomocysteine hydrolase-like protein 1	1.0	0.999	18	32	19	95	7	7	4	6	5	3	5	4	0	4	3	3	18	23	7	18	18	11	2638330.2	2283615.5	486934.47	804224.3	2248775.0	763211.6	842290.2	684695.4	882292.2	697840.7	742544.0	819486.94	
sp|Q80SY5|PR38B_MOUSE	Q80SY5	PR38B_MOUSE	Prpf38b	542	Mus musculus	1:Experimental evidence at protein level	Pre-mRNA-splicing factor 38B	1.0	0.999	2	6	2	6	1	0	0	4	1	0	0	0	0	2	0	0	1	0	0	4	1	0	31324.672	0.0	0.0	102801.55	198586.89	0.0	50455.742	0.0	0.0	45665.52	169413.16	0.0	
sp|Q80SZ7|GBG5_MOUSE	Q80SZ7	GBG5_MOUSE	Gng5	68	Mus musculus	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	0.9434	0.999	1	7	7	7	2	1	0	2	1	1	2	1	0	2	1	1	2	1	0	2	1	1	64546.844	76445.48	0.0	65273.977	46561.133	59767.082	64546.844	76445.48	0.0	65273.977	46561.133	59767.082	
sp|Q80T23|SYTL5_MOUSE	Q80T23	SYTL5_MOUSE	Sytl5	753	Mus musculus	1:Experimental evidence at protein level	Synaptotagmin-like protein 5	1.0	0.999	16	49	1	54	7	12	0	18	8	4	0	0	0	1	0	0	8	13	0	19	9	5	423400.78	476136.03	0.0	565512.9	443693.28	671297.8	101168.1	123094.12	0.0	119971.83	111540.586	143884.38	
sp|Q80T85|DCAF5_MOUSE	Q80T85	DCAF5_MOUSE	Dcaf5	946	Mus musculus	1:Experimental evidence at protein level	DDB1- and CUL4-associated factor 5	1.0	0.999	5	10	10	10	1	4	0	4	1	0	1	4	0	4	1	0	1	4	0	4	1	0	139905.02	134525.67	0.0	92274.33	208006.53	230331.34	54355.586	59267.023	0.0	52251.016	49927.51	314165.97	
sp|Q80TA1|EPT1_MOUSE	Q80TA1	EPT1_MOUSE	Selenoi	398	Mus musculus	2:Experimental evidence at transcript level	Ethanolaminephosphotransferase 1	0.9999	0.999	2	9	0	9	2	2	1	2	1	1	0	0	0	0	0	0	2	2	1	2	1	1	55344.59	100275.81	87985.04	137105.78	63480.516	74827.5	60428.383	62736.27	96067.086	60576.547	69311.65	81700.94	tr|D6RE20|D6RE20_MOUSE, tr|Q8CET7|Q8CET7_MOUSE
sp|Q80TA6-2|MTMRC_MOUSE	Q80TA6-2	MTMRC_MOUSE	Mtmr12	437	Mus musculus		Isoform 2 of Myotubularin-related protein 12	0.9978	0.999	1	3	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	17538.86	34480.24	0.0	29406.986	27075.87	0.0	17538.86	34480.24	0.0	29406.986	27075.87	0.0	sp|Q80TA6|MTMRC_MOUSE
sp|Q80TA9|EPG5_MOUSE	Q80TA9	EPG5_MOUSE	Epg5	2572	Mus musculus	1:Experimental evidence at protein level	Ectopic P granules protein 5 homolog	1.0	0.999	1	2	2	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	24371.81	24400.34	0.0	27678.322	18143.945	0.0	24371.81	24400.34	0.0	27678.322	18143.945	0.0	
sp|Q80TB8|VAT1L_MOUSE	Q80TB8	VAT1L_MOUSE	Vat1l	417	Mus musculus	1:Experimental evidence at protein level	Synaptic vesicle membrane protein VAT-1 homolog-like	1.0	0.999	17	104	46	104	20	25	1	22	28	8	10	9	1	11	12	3	20	25	1	22	28	8	1767153.0	1855758.6	143374.48	871011.1	1378104.6	1328893.2	230671.7	288505.7	325426.75	200156.33	154981.02	223404.67	
sp|Q80TE0|RPAP1_MOUSE	Q80TE0	RPAP1_MOUSE	Rpap1	1409	Mus musculus	1:Experimental evidence at protein level	RNA polymerase II-associated protein 1	1.0	0.999	5	16	6	16	3	4	4	5	0	0	1	0	4	1	0	0	3	4	4	5	0	0	1901870.5	1173625.6	7587699.0	98090.64	1917959.5	0.0	1004818.56	926710.44	9287211.0	88083.14	1386712.6	0.0	
sp|Q80TH2-1|ERBIN_MOUSE	Q80TH2-1	ERBIN_MOUSE	Erbin	1376	Mus musculus		Isoform 1 of Erbin	1.0	0.9963	3	6	0	6	1	0	0	2	3	0	0	0	0	0	0	0	1	0	0	2	3	0	29846.375	0.0	0.0	78407.625	27137.84	136586.94	0.0	0.0	0.0	45384.777	13802.574	157931.95	sp|Q80TH2-2|ERBIN_MOUSE, sp|Q80TH2|ERBIN_MOUSE, tr|B2RUJ2|B2RUJ2_MOUSE, tr|B7ZNX6|B7ZNX6_MOUSE
sp|Q80TJ1-2|CAPS1_MOUSE	Q80TJ1-2	CAPS1_MOUSE	Cadps	1361	Mus musculus		Isoform 2 of Calcium-dependent secretion activator 1	1.0	0.999	50	404	0	404	77	92	15	94	90	36	0	0	0	0	0	0	77	92	15	94	90	36	7978779.5	8009258.5	1728647.9	7404021.5	7961842.5	7440638.0	519420.25	529955.2	361187.12	599735.2	532260.2	563268.0	
sp|Q80TJ7-2|PHF8_MOUSE	Q80TJ7-2	PHF8_MOUSE	Phf8	795	Mus musculus		Isoform 2 of Histone lysine demethylase PHF8	1.0	0.999	3	8	0	8	2	1	0	4	1	0	0	0	0	0	0	0	2	1	0	4	1	0	24421.537	26529.348	0.0	37430.332	23617.7	0.0	24421.537	26529.348	0.0	29942.672	23617.7	0.0	sp|Q80TJ7|PHF8_MOUSE
sp|Q80TL0|PPM1E_MOUSE	Q80TL0	PPM1E_MOUSE	Ppm1e	749	Mus musculus	1:Experimental evidence at protein level	Protein phosphatase 1E	1.0	0.999	3	10	10	10	3	1	0	4	2	0	3	1	0	4	2	0	3	1	0	4	2	0	64073.586	46780.504	0.0	97824.59	99945.984	0.0	44343.21	46780.504	0.0	56426.99	65615.664	0.0	
sp|Q80TL7-2|MON2_MOUSE	Q80TL7-2	MON2_MOUSE	Mon2	1708	Mus musculus		Isoform 2 of Protein MON2 homolog	1.0	0.999	20	46	0	46	10	9	0	17	10	0	0	0	0	0	0	0	10	9	0	17	10	0	813339.6	723435.9	0.0	778357.6	667004.44	164976.3	97889.59	111137.97	0.0	100124.46	96173.875	87307.43	sp|Q80TL7|MON2_MOUSE
sp|Q80TM9|NISCH_MOUSE	Q80TM9	NISCH_MOUSE	Nisch	1593	Mus musculus	1:Experimental evidence at protein level	Nischarin	1.0	0.999	9	36	0	36	7	8	0	14	7	0	0	0	0	0	0	0	7	8	0	14	7	0	310913.28	474698.16	0.0	523645.97	376431.03	107319.81	99781.64	100684.28	0.0	144614.69	113452.836	86298.3	
sp|Q80TP3|UBR5_MOUSE	Q80TP3	UBR5_MOUSE	Ubr5	2792	Mus musculus	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase UBR5	1.0	0.999	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	11230.765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A2I3BQS6|A0A2I3BQS6_MOUSE, tr|E9Q2H1|E9Q2H1_MOUSE
sp|Q80TR8-4|DCAF1_MOUSE	Q80TR8-4	DCAF1_MOUSE	Dcaf1	1419	Mus musculus		Isoform 4 of DDB1- and CUL4-associated factor 1	1.0	0.999	8	15	0	15	2	6	0	3	4	0	0	0	0	0	0	0	2	6	0	3	4	0	188234.72	264668.22	0.0	92670.55	367168.7	0.0	89321.47	78463.06	0.0	96394.63	83152.7	0.0	sp|Q80TR8|DCAF1_MOUSE
sp|Q80TT2-1|BAIP3_MOUSE	Q80TT2-1	BAIP3_MOUSE	Baiap3	1134	Mus musculus		Isoform 1 of BAI1-associated protein 3	0.9965	0.999	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	39680.227	41018.953	0.0	0.0	26257.121	0.0	39680.227	41018.953	0.0	0.0	26257.121	0.0	sp|Q80TT2|BAIP3_MOUSE, tr|E9Q350|E9Q350_MOUSE, tr|S4R1K2|S4R1K2_MOUSE, tr|S4R2U8|S4R2U8_MOUSE
sp|Q80TY5|VP13B_MOUSE	Q80TY5	VP13B_MOUSE	Vps13b	3993	Mus musculus	1:Experimental evidence at protein level	Intermembrane lipid transfer protein VPS13B	1.0	0.999	6	8	8	8	2	0	0	6	0	0	2	0	0	6	0	0	2	0	0	6	0	0	51631.13	41305.26	0.0	107728.77	21541.188	0.0	27180.791	18972.855	0.0	43771.97	25037.242	0.0	
sp|Q80TZ3-2|AUXI_MOUSE	Q80TZ3-2	AUXI_MOUSE	Dnajc6	900	Mus musculus		Isoform 2 of Putative tyrosine-protein phosphatase auxilin	1.0	0.999	7	17	0	22	4	3	0	4	6	0	0	0	0	0	0	0	5	5	0	5	7	0	222856.8	177860.03	0.0	159998.39	203625.45	0.0	55430.625	54121.086	0.0	57913.57	55395.473	0.0	sp|Q80TZ3-3|AUXI_MOUSE, sp|Q80TZ3|AUXI_MOUSE
sp|Q80U04-2|PJA2_MOUSE	Q80U04-2	PJA2_MOUSE	Pja2	645	Mus musculus		Isoform 2 of E3 ubiquitin-protein ligase Praja-2	1.0	0.999	2	3	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0.0	20233.1	0.0	70843.96	0.0	0.0	0.0	38871.523	0.0	29014.635	0.0	0.0	sp|Q80U04|PJA2_MOUSE
sp|Q80U12-2|SGSM2_MOUSE	Q80U12-2	SGSM2_MOUSE	Sgsm2	1050	Mus musculus		Isoform 2 of Small G protein signaling modulator 2	1.0	0.999	7	9	0	15	1	4	0	1	3	0	0	0	0	0	0	0	2	5	0	3	5	0	183395.23	118359.65	0.0	32881.832	152057.53	362188.56	71220.31	49974.62	0.0	31360.977	70223.734	484857.44	sp|Q80U12|SGSM2_MOUSE
sp|Q80U23-2|SNPH_MOUSE	Q80U23-2	SNPH_MOUSE	Snph	528	Mus musculus		Isoform 2 of Syntaphilin	0.9434	0.999	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	35011.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q80U23-3|SNPH_MOUSE, sp|Q80U23|SNPH_MOUSE
sp|Q80U30-2|CL16A_MOUSE	Q80U30-2	CL16A_MOUSE	Clec16a	1034	Mus musculus		Isoform 2 of Protein CLEC16A	1.0	0.999	2	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50746.63	68616.54	0.0	0.0	46798.18	41171.957	50746.63	52024.996	0.0	0.0	46798.18	41171.957	sp|Q80U30-3|CL16A_MOUSE, sp|Q80U30-4|CL16A_MOUSE, sp|Q80U30|CL16A_MOUSE, tr|Z4YLG3|Z4YLG3_MOUSE
sp|Q80U35|ARHGH_MOUSE	Q80U35	ARHGH_MOUSE	Arhgef17	2057	Mus musculus	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 17	1.0	0.999	8	20	0	20	2	5	0	6	7	0	0	0	0	0	0	0	2	5	0	6	7	0	295438.0	212947.9	0.0	246342.83	250253.36	0.0	98727.02	90643.07	0.0	99460.984	85486.62	0.0	
sp|Q80U40-2|RIMB2_MOUSE	Q80U40-2	RIMB2_MOUSE	Rimbp2	1069	Mus musculus		Isoform 2 of RIMS-binding protein 2	1.0	0.999	3	11	0	11	3	4	0	3	1	0	0	0	0	0	0	0	3	4	0	3	1	0	138285.83	112561.125	0.0	141466.25	124008.86	0.0	50532.035	43655.504	0.0	52620.184	47284.7	0.0	sp|Q80U40|RIMB2_MOUSE, tr|A0A0G2JFB0|A0A0G2JFB0_MOUSE, tr|D3YXR8|D3YXR8_MOUSE
sp|Q80U49|C170B_MOUSE	Q80U49	C170B_MOUSE	Cep170b	1574	Mus musculus	1:Experimental evidence at protein level	Centrosomal protein of 170 kDa protein B	1.0	0.999	5	11	0	11	1	2	0	6	2	0	0	0	0	0	0	0	1	2	0	6	2	0	150168.53	114185.59	0.0	166362.3	220880.64	0.0	70057.08	60637.953	0.0	65277.715	84252.25	0.0	tr|B9EIX2|B9EIX2_MOUSE
sp|Q80U56|AVL9_MOUSE	Q80U56	AVL9_MOUSE	Avl9	649	Mus musculus	1:Experimental evidence at protein level	Late secretory pathway protein AVL9 homolog	1.0	0.999	11	32	31	32	8	11	0	6	7	0	8	11	0	5	7	0	8	11	0	6	7	0	475653.6	520726.94	0.0	308292.0	441327.4	145137.75	66446.914	78118.836	0.0	65032.14	67863.54	82456.07	
sp|Q80U57|RIMS3_MOUSE	Q80U57	RIMS3_MOUSE	Rims3	307	Mus musculus	1:Experimental evidence at protein level	Regulating synaptic membrane exocytosis protein 3	0.9973	0.999	1	3	3	3	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	50464.098	42658.76	0.0	42902.46	56064.03	0.0	50464.098	42658.76	0.0	42902.46	56064.03	0.0	
sp|Q80U58-2|PUM2_MOUSE	Q80U58-2	PUM2_MOUSE	Pum2	985	Mus musculus		Isoform 2 of Pumilio homolog 2	1.0	0.999	5	7	0	11	3	1	0	1	2	0	0	0	0	0	0	0	5	2	0	2	2	0	97790.195	100225.11	0.0	47930.375	99177.99	0.0	51406.16	53700.78	0.0	55192.16	52017.137	0.0	sp|Q80U58-3|PUM2_MOUSE, tr|Q3TQ29|Q3TQ29_MOUSE, tr|Q3UR91|Q3UR91_MOUSE
sp|Q80U63|MFN2_MOUSE	Q80U63	MFN2_MOUSE	Mfn2	757	Mus musculus	1:Experimental evidence at protein level	Mitofusin-2	1.0	0.999	5	12	1	12	3	4	0	1	4	0	0	1	0	0	0	0	3	4	0	1	4	0	250578.34	224885.28	0.0	56539.61	213674.39	101172.22	106971.414	93989.48	0.0	75195.59	96844.3	95564.23	
sp|Q80U72-2|SCRIB_MOUSE	Q80U72-2	SCRIB_MOUSE	Scrib	1637	Mus musculus		Isoform 2 of Protein scribble homolog	1.0	0.999	11	26	0	26	1	9	0	8	8	0	0	0	0	0	0	0	1	9	0	8	8	0	432053.16	306088.88	0.0	482962.78	455416.16	0.0	127869.78	118687.336	0.0	144123.14	123482.08	0.0	sp|Q80U72-3|SCRIB_MOUSE, sp|Q80U72|SCRIB_MOUSE
sp|Q80U78-2|PUM1_MOUSE	Q80U78-2	PUM1_MOUSE	Pum1	1186	Mus musculus		Isoform 2 of Pumilio homolog 1	1.0	0.999	6	13	0	13	4	4	0	4	1	0	0	0	0	0	0	0	4	4	0	4	1	0	171857.94	154068.86	0.0	131896.95	133787.6	0.0	67344.98	56151.902	0.0	73070.13	57587.516	0.0	sp|Q80U78-3|PUM1_MOUSE, sp|Q80U78|PUM1_MOUSE, tr|E9Q6M7|E9Q6M7_MOUSE, tr|Q3TTW5|Q3TTW5_MOUSE
sp|Q80U87|UBP8_MOUSE	Q80U87	UBP8_MOUSE	Usp8	1080	Mus musculus	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 8	1.0	0.999	5	11	0	12	2	3	0	4	2	0	0	0	0	0	0	0	3	3	0	4	2	0	129070.22	98580.914	0.0	131611.78	128023.69	0.0	48932.152	29899.475	0.0	53885.254	42327.18	0.0	tr|A2AI52|A2AI52_MOUSE
sp|Q80U93|NU214_MOUSE	Q80U93	NU214_MOUSE	Nup214	2085	Mus musculus	1:Experimental evidence at protein level	Nuclear pore complex protein Nup214	1.0	0.999	13	42	32	42	10	10	0	12	10	0	8	7	0	10	7	0	10	10	0	12	10	0	526772.5	446679.47	0.0	506879.06	496027.44	232966.81	95291.31	90596.03	0.0	90351.9	76573.4	158295.95	
sp|Q80U95|UBE3C_MOUSE	Q80U95	UBE3C_MOUSE	Ube3c	1083	Mus musculus	1:Experimental evidence at protein level	Ubiquitin-protein ligase E3C	1.0	0.999	11	28	14	28	4	8	0	7	8	1	2	2	0	5	5	0	4	8	0	7	8	1	407962.84	275558.1	0.0	266390.84	411225.16	145965.88	76192.664	61320.94	0.0	72775.42	67168.84	61458.895	
sp|Q80UE6|WNK4_MOUSE	Q80UE6	WNK4_MOUSE	Wnk4	1222	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein kinase WNK4	0.9945	0.999	3	1	1	7	0	0	0	1	0	0	0	0	0	1	0	0	2	2	0	2	0	1	0.0	0.0	0.0	50467.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80UG5|SEPT9_MOUSE	Q80UG5	SEPT9_MOUSE	Septin9	583	Mus musculus	1:Experimental evidence at protein level	Septin-9	1.0	0.999	26	89	1	89	20	21	1	22	19	6	0	1	0	0	0	0	20	21	1	22	19	6	2142186.8	2158937.2	172656.22	1990784.1	1843043.8	1449719.2	221133.36	213755.84	328465.1	194890.98	202144.77	231164.44	
sp|Q80UJ7|RB3GP_MOUSE	Q80UJ7	RB3GP_MOUSE	Rab3gap1	981	Mus musculus	1:Experimental evidence at protein level	Rab3 GTPase-activating protein catalytic subunit	1.0	0.999	23	89	10	89	20	22	0	20	24	3	3	2	0	2	3	0	20	22	0	20	24	3	1312498.8	1182576.1	0.0	882669.75	1365064.1	442496.5	156085.86	155634.3	0.0	167626.06	175007.84	128432.62	
sp|Q80UK8|INT2_MOUSE	Q80UK8	INT2_MOUSE	Ints2	1198	Mus musculus	1:Experimental evidence at protein level	Integrator complex subunit 2	1.0	0.999	3	3	3	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	59726.934	0.0	0.0	109656.83	56494.547	0.0	59726.934	0.0	0.0	55931.89	56494.547	0.0	
sp|Q80UM3|NAA15_MOUSE	Q80UM3	NAA15_MOUSE	Naa15	865	Mus musculus	1:Experimental evidence at protein level	N-alpha-acetyltransferase 15, NatA auxiliary subunit	1.0	0.999	13	63	0	63	14	20	3	14	12	0	0	0	0	0	0	0	14	20	3	14	12	0	721586.7	671960.0	93501.05	536146.5	678104.4	89349.97	88903.8	85116.266	137422.25	86050.04	89052.11	136175.44	tr|G3X8Y3|G3X8Y3_MOUSE
sp|Q80UM7|MOGS_MOUSE	Q80UM7	MOGS_MOUSE	Mogs	834	Mus musculus	1:Experimental evidence at protein level	Mannosyl-oligosaccharide glucosidase	1.0	0.999	19	124	124	124	30	34	3	22	26	9	30	34	3	22	26	9	30	34	3	22	26	9	2483857.5	2009728.6	731357.4	2150556.2	2533613.2	2382497.8	436781.16	411165.78	479314.75	536264.5	496687.28	368749.7	
sp|Q80UP5|AN13A_MOUSE	Q80UP5	AN13A_MOUSE	Ankrd13a	588	Mus musculus	1:Experimental evidence at protein level	Ankyrin repeat domain-containing protein 13A	1.0	0.999	4	15	3	15	3	4	0	6	2	0	0	1	0	2	0	0	3	4	0	6	2	0	119869.0	99087.06	0.0	52785.44	95214.14	0.0	35567.797	34644.61	0.0	52282.902	35604.414	0.0	
sp|Q80US4|ARP5_MOUSE	Q80US4	ARP5_MOUSE	Actr5	605	Mus musculus	1:Experimental evidence at protein level	Actin-related protein 5	0.9357	0.9989	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	7667.2417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A0A0MQ89|A0A0A0MQ89_MOUSE
sp|Q80UU1|ANKZ1_MOUSE	Q80UU1	ANKZ1_MOUSE	Ankzf1	748	Mus musculus	1:Experimental evidence at protein level	tRNA endonuclease ANKZF1	0.9989	0.9989	2	3	0	3	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	646428.8	305083.06	0.0	25619.186	301583.0	0.0	793244.0	374372.72	0.0	14738.991	224780.47	0.0	tr|J3QM81|J3QM81_MOUSE
sp|Q80UU9|PGRC2_MOUSE	Q80UU9	PGRC2_MOUSE	Pgrmc2	217	Mus musculus	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 2	1.0	0.999	8	73	73	74	14	15	2	16	17	9	14	15	2	16	17	9	15	15	2	16	17	9	1577393.1	1413122.5	554068.3	1446157.4	1637779.5	986298.4	659019.06	548069.2	667534.1	510056.38	587897.4	503045.2	
sp|Q80UW2|FBX2_MOUSE	Q80UW2	FBX2_MOUSE	Fbxo2	297	Mus musculus	1:Experimental evidence at protein level	F-box only protein 2	1.0	0.999	5	17	17	17	1	2	1	8	3	2	1	2	1	8	3	2	1	2	1	8	3	2	193889.4	205826.03	109456.39	239071.33	260800.33	159222.45	193889.4	160344.92	109456.39	165449.97	194848.39	159222.45	
sp|Q80UW5|MRCKG_MOUSE	Q80UW5	MRCKG_MOUSE	Cdc42bpg	1551	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein kinase MRCK gamma	1.0	0.999	5	10	10	15	1	3	0	2	4	0	1	3	0	2	4	0	2	4	1	3	5	0	148909.45	98839.25	0.0	113680.3	179252.28	0.0	50754.316	48033.473	0.0	64556.97	64555.902	0.0	
sp|Q80UW8|RPAB1_MOUSE	Q80UW8	RPAB1_MOUSE	Polr2e	210	Mus musculus	1:Experimental evidence at protein level	DNA-directed RNA polymerases I, II, and III subunit RPABC1	1.0	0.999	4	18	18	18	3	3	0	7	5	0	3	3	0	7	5	0	3	3	0	7	5	0	173590.47	191469.34	0.0	236189.75	169574.72	0.0	59687.695	67278.875	0.0	68575.54	56485.414	0.0	
sp|Q80UY2-2|KCMF1_MOUSE	Q80UY2-2	KCMF1_MOUSE	Kcmf1	296	Mus musculus		Isoform 2 of E3 ubiquitin-protein ligase KCMF1	1.0	0.999	2	5	0	5	0	1	0	2	2	0	0	0	0	0	0	0	0	1	0	2	2	0	43849.934	45556.344	0.0	19926.855	43782.47	69507.48	43849.934	45556.344	0.0	0.0	43782.47	69507.48	sp|Q80UY2|KCMF1_MOUSE, tr|A0A0N4SV15|A0A0N4SV15_MOUSE
sp|Q80V03-2|ADCK5_MOUSE	Q80V03-2	ADCK5_MOUSE	Adck5	460	Mus musculus		Isoform 2 of Uncharacterized aarF domain-containing protein kinase 5	0.9434	0.999	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	31148.736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q80V03|ADCK5_MOUSE, tr|E0CXW2|E0CXW2_MOUSE, tr|E9PUK2|E9PUK2_MOUSE
sp|Q80V26|IMPA3_MOUSE	Q80V26	IMPA3_MOUSE	Bpnt2	356	Mus musculus	1:Experimental evidence at protein level	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	1.0	0.999	10	53	53	53	11	10	1	16	14	1	11	10	1	16	14	1	11	10	1	16	14	1	623006.25	812855.25	70573.25	563081.44	1928971.0	223505.39	227960.69	212358.17	125848.64	192221.94	219948.27	205460.8	
sp|Q80V86|INT8_MOUSE	Q80V86	INT8_MOUSE	Ints8	995	Mus musculus	1:Experimental evidence at protein level	Integrator complex subunit 8	1.0	0.999	4	6	0	6	1	2	0	3	0	0	0	0	0	0	0	0	1	2	0	3	0	0	41783.004	26686.049	0.0	59471.223	11294.963	0.0	18955.43	23493.627	0.0	34969.242	18896.48	0.0	tr|A2API3|A2API3_MOUSE
sp|Q80V94|AP4E1_MOUSE	Q80V94	AP4E1_MOUSE	Ap4e1	1122	Mus musculus	1:Experimental evidence at protein level	AP-4 complex subunit epsilon-1	0.9999	0.9986	2	3	2	3	0	1	0	2	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0.0	5660.321	0.0	44391.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80VC9-10|CAMP3_MOUSE	Q80VC9-10	CAMP3_MOUSE	Camsap3	1253	Mus musculus		Isoform 10 of Calmodulin-regulated spectrin-associated protein 3	1.0	0.999	4	10	0	10	3	3	0	1	3	0	0	0	0	0	0	0	3	3	0	1	3	0	184376.95	155865.66	0.0	90987.95	155668.69	108095.09	77809.75	69087.914	0.0	90987.95	66021.58	70206.82	sp|Q80VC9-2|CAMP3_MOUSE, sp|Q80VC9|CAMP3_MOUSE
sp|Q80VD1|FA98B_MOUSE	Q80VD1	FA98B_MOUSE	Fam98b	429	Mus musculus	1:Experimental evidence at protein level	Protein FAM98B	1.0	0.999	8	37	27	37	6	5	3	11	8	4	5	4	2	8	5	3	6	5	3	11	8	4	3309206.2	431752.7	356290.97	615536.0	553845.7	430141.3	229093.22	213516.1	349172.4	320353.56	259835.38	266428.06	
sp|Q80VI1|TRI56_MOUSE	Q80VI1	TRI56_MOUSE	Trim56	734	Mus musculus	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIM56	1.0	0.999	4	6	0	6	1	1	0	3	1	0	0	0	0	0	0	0	1	1	0	3	1	0	134557.69	518339.03	0.0	334889.3	161941.5	93358.56	83244.0	260192.88	0.0	198393.2	106764.77	94334.555	tr|A0A0R4J0Q6|A0A0R4J0Q6_MOUSE
sp|Q80VJ2|SRA1_MOUSE	Q80VJ2	SRA1_MOUSE	Sra1	220	Mus musculus	1:Experimental evidence at protein level	Steroid receptor RNA activator 1	1.0	0.999	8	19	6	21	4	4	0	5	6	0	2	1	0	1	2	0	4	4	0	5	8	0	255386.31	325392.03	0.0	179167.4	297060.94	55848.145	73058.984	100001.54	0.0	69573.07	69247.41	79117.79	
sp|Q80VJ3|DNPH1_MOUSE	Q80VJ3	DNPH1_MOUSE	Dnph1	173	Mus musculus	1:Experimental evidence at protein level	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	0.9998	0.999	2	3	3	3	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	10140.494	14742.606	0.0	12043.441	37836.52	0.0	10344.3	15038.906	0.0	12285.493	18530.904	0.0	
